,bladder,lymph_node,muscle,salivary_gland,spleen,testis,adipocyte,artery,bone,esophagus,skin,stomach,kidney,liver,nerve,lung,heart,bowel,brain,pancreas,pleurae,thyroid,vein
hsa-miR-143-3p,954231.2993,86648.6685,23273.36873,50387.67842,20661.96397,90755.62925,75777.98615,731303.8743,16838.73451,522439.7262,92126.57585,648318.2353,38592.19895,18345.32116,178539.2381,151665.6994,63230.07277,468063.3979,15177.25979,21428.36538,37927.55103,54892.39572,256546.7911
hsa-miR-143-5p,78.0825709,9.675623308,2.540982701,8.01620985,2.865336504,4.819135352,11.70037618,29.18969734,3.263793557,33.73623648,4.925803293,48.08311536,5.7253029,2.44753302,10.94615584,5.868330639,6.625212206,42.54151325,1.597917274,1.899061957,5.4563007,8.950521706,36.51700821
hsa-miR-145-3p,3347.821413,374.3982393,139.5873061,373.7418448,171.8143938,409.6859167,301.4125173,2270.905523,114.1154094,1856.174919,373.7369294,2600.902637,386.9636541,134.761597,550.4293748,493.5633181,256.3510864,2025.637314,75.80237539,147.5457373,189.267957,297.2296425,888.0654728
hsa-miR-145-5p,118749.1125,21282.34258,5389.947208,12605.26245,6310.939946,15306.64453,10790.20516,72794.24673,5146.656763,64417.15297,12139.4452,91435.11103,20179.81875,4575.120979,23386.76645,14488.59105,7652.063784,76594.9272,2939.8893,5763.022167,8078.321933,13261.58466,41958.73461
hsa-miR-28-3p,1400.023602,303.7159955,362.0529899,340.6518997,353.3201092,280.4916229,296.3682136,1145.024426,229.0437568,784.2272927,457.8636981,1288.246458,256.912915,394.337628,389.329337,422.6767989,342.6233569,862.3359279,115.6460026,254.9377528,253.3512743,249.209442,437.2188929
hsa-miR-3617-5p,58.58154588,2.776643575,1.720261174,0.609872321,0.368897176,3.557136597,0.805844182,7.176354533,0.67486458,2.857853214,9.102180661,3.700582322,0.716996864,0.348742806,5.326600001,5.099875102,0.784331442,2.872181688,2.506651816,0.394155277,1.558442048,0.709278004,9.497652786
hsa-miR-490-3p,157.8084553,0.308414278,0.309829585,0.372403485,0.614440882,0.585524153,0.417695386,0.423670018,0.17436183,31.70150288,0.449156409,72.50990728,0.252310053,3.476098998,0.739566794,0.927511787,151.9418683,94.33880221,15.9110435,1.409503258,0.52094175,0.63768647,0.946286879
hsa-miR-142-3p,1088.668856,12413.53923,746.1248977,1953.443412,13284.56378,443.0474247,1711.588844,649.6201216,12347.62463,1536.130484,1078.393592,814.1885842,1859.549959,2610.895833,866.7183061,3119.218499,1900.365083,1874.683537,309.6850457,1807.008933,2733.648408,1572.141875,1925.724776
hsa-miR-142-5p,1220.178176,8881.458047,412.8939371,762.223559,11071.32046,254.0796762,682.7333774,891.5780184,6675.040178,703.573068,588.9443025,1361.378949,1834.253689,1249.58597,493.9066056,1605.605887,1001.743508,1190.289879,148.4382026,1723.008969,1250.001782,1667.74663,1475.008747
hsa-miR-150-3p,1.50750497,28.78856726,0.969290049,1.50450349,12.4630013,0.399199481,3.918314665,0.813633888,6.98239922,1.107366066,1.917282469,1.161100768,4.157323687,1.014668346,0.734085209,2.350900972,2.496537656,1.556561396,0.28382233,2.571101756,2.809922467,1.730460607,2.210056412
hsa-miR-150-5p,2206.292446,28709.38747,1491.991939,1610.614238,10685.65563,314.5045919,3094.230584,529.852966,4140.055309,1500.095945,909.0498774,1151.52067,2855.714796,1228.309338,921.1336382,2048.177961,2290.539276,1927.989793,262.087886,3864.251585,2013.803944,1244.495883,1066.740179
hsa-miR-155-5p,232.1829391,3190.677063,141.6855004,510.3589804,2014.652733,177.3811351,346.6369756,380.5219687,637.8988968,276.9876388,340.1675585,211.0587001,453.9922883,257.4550488,205.0956507,648.1469066,495.0811062,392.2526105,95.97399047,452.5176726,419.0701691,223.0599826,226.897778
hsa-miR-1-3p,15177.23166,2413.201326,452155.1307,276.1316426,388.5489114,1678.410448,618.7930964,2691.921188,87414.3358,35917.66717,1607.235566,10960.80155,324.318887,372.2361264,13881.84557,681.9060403,137942.9554,5599.41506,478.247484,1291.957503,58182.85017,5554.841599,2828.999631
hsa-miR-1271-5p,6.829925264,9.0268261,32.51231698,7.2838073,4.292299557,3.870507142,5.931230976,4.414750177,8.492555982,7.662308336,7.378485013,7.865632352,3.759151164,4.012909929,13.68308988,4.537128916,13.49785228,6.541690926,10.0430395,3.71251007,10.47157358,4.707518743,5.543199214
hsa-miR-1273c,0.513363064,0.304436055,0.81936128,0.507480885,0.123845944,0.12713947,0.207627144,0.207787385,0.511133609,0.198311006,0.185774487,0.223233668,0.226452086,0.121094901,0.29537459,0.121439249,0.288786436,0.200973084,0.157073138,0.16253826,0.225657684,0.071467112,0.263330336
hsa-miR-1291,0.079650284,0.472258515,2.578697062,0.249485311,0.200837379,0.826463817,0.444341614,0.15420158,0.314766451,0.230315339,0.279096868,0.075115134,0.455685258,0.151473525,0.281305901,0.302645319,0.214558729,0.293595849,0.465462748,0.56894772,0.434554029,0.754125952,0.202106363
hsa-miR-1303,4.091959118,6.557595065,37.23421582,9.691808436,12.0032271,14.80247026,18.29868614,4.041640613,18.71425403,10.58267156,9.933829485,7.291076014,12.57813887,29.20255899,5.626223291,7.180790916,17.71084517,9.335626831,4.502053445,15.01637625,10.3734144,8.34103582,5.537798701
hsa-miR-133a-3p,8793.910221,2735.896031,591553.4416,236.7620549,317.0538707,654.9586423,931.0996538,2695.910101,95221.2006,33290.97578,2982.20362,7188.708915,287.0119643,347.1948682,16220.96763,665.4823103,108386.4923,5354.900958,368.9073307,1196.783098,67894.6803,8802.066304,2514.161186
hsa-miR-133b,2277.592492,374.556254,101516.9073,57.94460801,78.52652284,122.9484661,185.802412,594.6512221,22708.55125,5556.093209,442.4313503,1454.766645,74.20218558,83.50179156,3413.705466,131.7826746,16757.33771,1490.473228,85.87630352,256.6744275,12339.56093,1344.631681,427.3682859
hsa-miR-193b-5p,25.70787409,19.18509943,83.56979444,32.01753413,2.384751581,15.29782954,44.25605166,18.5863487,30.10363072,23.10705522,46.59570933,11.47813362,8.273263623,27.35137457,15.14372412,10.44485856,13.9282372,9.655606059,8.095125904,30.85019125,31.45452455,14.62144001,13.42094305
hsa-miR-206,34.34357114,311.9078007,84191.49881,18.6008728,41.4128014,14.85070615,232.8072182,214.609064,19064.85986,6694.624416,155.7663513,92.86834503,37.70019674,28.74796833,2798.068012,45.21900207,65.48500953,70.69849208,37.22525512,70.08480664,15507.19738,1120.188457,201.6669079
hsa-miR-22-5p,322.1720832,224.1679694,2006.868016,268.69312,425.2794903,431.155341,980.4391696,470.2317396,687.201953,435.702746,303.593357,386.5593473,440.0386576,305.0628586,307.029833,341.6876115,1167.273262,340.7681886,205.0254951,292.2983347,653.4939139,450.1503107,354.8124912
hsa-miR-3124-5p,0.389970798,0.207290576,2.817885519,0.202834322,0.149025746,0.999429555,0.486281116,0.377676313,0.806635342,0.392901622,0.413077883,0.42872119,0.312986699,0.320216672,1.101983164,0.24936464,2.13834251,0.298761769,1.127318222,0.195963409,0.5850105,0.591969146,0.438028668
hsa-miR-3158-3p,0.12096207,0.309429338,1.131791497,0.297040671,0.209683601,1.10475171,0.303687406,0.155964773,0.405768214,0.685626966,0.287283168,0.216323,0.219554391,0.168273334,0.20589681,0.269738653,0.303358318,0.185052895,0.148264454,0.152173235,0.38035728,0.308753462,0.534438084
hsa-miR-3163,0.052419584,0.077921172,0.649503299,0.274628153,0.205548264,0,0.563564379,0.272811906,0.495935621,0.350092475,0.05134643,0.023973122,0.105650592,0.399916414,0.194189668,0.22691228,0.17369707,0.055648431,0.097412806,0.075129732,0.680753217,0.422110674,1.072109792
hsa-miR-3164,0.346082702,0.092152197,1.996908107,0.110122867,0.066956584,0.168501139,0.148961831,0.164603186,1.169998846,0.40342139,0.255831071,0.305465794,0.18951599,0.088120487,0.151780626,0.268617872,0.322056585,0.413055714,0.104582398,0.048603791,0.692413229,0.109824569,0.355428202
hsa-miR-362-5p,68.15864728,55.57268655,225.472908,68.01517059,39.34720153,112.3365183,62.81510864,49.75688766,97.26106312,79.52803455,54.83756707,47.66800482,170.9103702,68.69388831,79.95784945,79.52820954,62.35039723,55.04970472,39.00822903,64.29306083,78.95981634,88.63540962,79.13021595
hsa-miR-378a-3p,6492.402738,4353.076158,82881.62818,1900.539644,642.3256528,527.19933,16485.5166,1075.372783,31445.5956,11037.20269,3421.409324,6490.648338,3035.166732,4946.40716,4382.082184,1747.715321,37113.75974,9642.403721,765.7753286,1784.062746,41035.99403,3969.867524,3945.701474
hsa-miR-378a-5p,14.62083389,6.257631961,186.4604695,7.581931825,1.804557555,1.091163609,19.26599151,1.884082535,36.4579165,19.19632828,5.589598486,10.13996977,6.833611327,13.62825217,5.64405992,3.205702398,36.64393616,20.53692719,1.573906647,3.068935054,27.64676139,7.282091598,5.302208822
hsa-miR-378c,398.948523,214.8284679,5263.734476,121.2813375,75.85905849,38.80895669,761.5910077,85.77379082,1716.076432,626.9627154,170.8901715,370.532748,193.7867024,278.5467991,235.2178733,97.52417179,1520.637533,664.9906761,40.74114629,113.9823451,1326.952079,208.5134159,212.8807432
hsa-miR-378d,138.0107041,71.63600984,1633.81045,54.79805574,26.78115095,15.6416007,211.1828112,29.66053523,522.4804492,208.0295237,52.9853882,117.144012,60.0435264,101.7532529,67.79630358,27.66638716,510.496454,196.7015685,13.90492976,44.22353905,331.3174764,62.95914856,64.95645717
hsa-miR-378e,20.1758545,6.965940219,210.4906831,7.024896029,2.522299648,1.940072731,24.40680069,4.009115877,50.18329356,24.88057595,6.039522127,16.76079322,6.898733417,13.04282774,7.725700605,3.879856191,78.59960727,23.79793974,1.8842933,5.930798558,62.70905085,6.147119212,10.44667157
hsa-miR-378f,12.47606973,9.474195984,405.7654929,6.62744101,2.88564951,1.339192249,36.71043554,2.738979497,161.1332294,39.07421929,17.17785175,19.98651192,7.879828573,21.29188285,16.38163363,5.27410639,127.5649456,22.66495213,1.741640274,5.091916493,71.6421736,12.27253132,10.07035523
hsa-miR-378g,22.50359431,5.865965872,80.65536335,2.560316157,1.124281508,1.452076572,18.19503071,3.34511166,17.72570914,16.91861557,5.925811636,17.86703853,5.400719764,7.684896108,6.780175297,3.40027101,54.59827169,21.76939587,3.088141408,3.59923406,24.99667744,4.920934896,9.93480288
hsa-miR-378h,2.564921261,0.650816363,34.17969437,0.784959017,0.267029204,0.278153588,3.305721557,0.588680131,6.836570529,3.871682421,0.713150488,1.880387348,0.7622289,1.719965743,1.386294846,0.512185082,13.37380827,3.308249059,0.266728628,1.000586284,14.76531769,0.604115002,1.45569174
hsa-miR-378i,162.8907623,253.024892,5047.304075,125.3186541,43.77094387,35.56837358,631.9113725,51.52224971,1784.323108,632.5797659,394.0401327,396.9575688,150.9149352,338.1702294,238.3419949,94.85515524,2593.888807,404.5692683,27.3110394,96.66682046,1654.147604,181.1333008,156.5558749
hsa-miR-3909,2.581164473,1.575845069,10.4780058,3.155629988,0.670888376,1.032523677,2.806256667,2.31661851,4.484196865,1.819393239,1.935679846,1.58965724,1.223449504,2.845715897,2.452528779,1.609584746,3.349029136,1.788994874,2.382551533,0.858354516,3.325602241,1.89233307,1.738776533
hsa-miR-424-3p,20.91416253,4.168876523,53.1669209,4.995069681,20.48875239,153.2049887,5.530851694,2.601355269,20.98719757,4.451207902,3.33078294,7.329449551,26.56512225,20.43804171,6.113920904,4.973142998,7.456451267,4.694741175,6.61409526,4.958512288,8.554536692,15.93048385,4.190448975
hsa-miR-450a-2-3p,2.513060328,0.565908357,5.778659497,0.574396206,2.445005712,14.84168281,0.684700032,0.384430801,2.703384157,1.149749814,0.573201618,1.033027748,3.643350459,2.892585315,1.292201975,1.035602902,2.006337439,0.966876091,2.88253992,0.657977156,1.640829623,2.409591203,1.094963455
hsa-miR-450a-5p,63.80176266,9.640906244,134.6556333,15.31509648,112.9923257,388.6071319,22.17351144,10.16560757,68.28302713,18.57142439,17.37086928,23.52002879,72.69535331,61.81897787,29.27832446,25.21987459,36.84349957,19.01849312,58.24338859,16.79468505,23.87735678,70.50309323,18.04983866
hsa-miR-4659a-3p,0.015442297,0.404107561,0.484145334,0.078418313,0.15881436,0.067972835,0.237366676,0.05589902,0.433669731,0.124849021,0.068781798,0.101044715,0.154630055,0.191488435,0.090038152,0.140353572,0.091279842,0.120830044,0.122484829,0.052785513,0.359845436,0.203819377,0.956561654
hsa-miR-4659b-3p,0.041992392,0.123620638,1.407135312,0.094660006,0.270408666,0,0.124044636,0.309277954,0.700761835,0.188697846,0.054722738,0.074166941,0.163827718,0.139017445,0.131407946,0.275872518,0.151392227,0.071254987,0.040890408,0.093784091,0.419676543,0.297159707,0.708359373
hsa-miR-4661-5p,0.033323392,0.313676018,2.007461538,0.251496631,0.174989936,0.266925603,0.3485846,0.067771488,0.802401364,0.266983286,0.313205901,0.15936958,0.263643142,0.187300616,0.308505804,0.248639337,0.194130432,0.150766937,0.115115192,0.294655119,0.490425335,0.152496932,0.181829583
hsa-miR-4676-3p,0.041992392,0,0.163600206,0.014293143,0.030225157,0,0.019630987,0.012570742,0.12309486,0.007308616,0,0,0.012277512,0.014805744,0.024752834,0.015839845,0.019716952,0.035651526,0.011169664,0.011295075,0.035357753,0,0.052246875
hsa-miR-4676-5p,0,0.099403048,0.659361086,0.042100597,0.131570749,0,0.062490187,0.163288227,0.71499776,0.033708579,0.034235902,0.073199411,0.108963016,0.087644419,0.047365874,0.089057367,0.06595764,0.260768356,0.033079067,0.216101895,0.158461369,0.026757006,0.04669439
hsa-miR-486-3p,4.238138345,28.73713675,366.561652,3.795135715,18.77449056,3.607839445,17.05883351,17.04216734,150.2912687,31.00296995,6.086330723,7.524935979,8.004085834,9.909824626,13.46148149,18.07937396,54.49405298,4.018808152,9.534350915,7.07099179,102.6217272,31.8505869,115.2426855
hsa-miR-486-5p,16.50463348,41.96314228,221.2444018,7.916102657,49.7914714,9.35168276,32.26728819,63.07056694,175.955368,50.64689342,9.684841943,21.99803822,33.74815682,45.28161596,31.44374268,91.9422203,55.45833653,11.25327576,11.39798495,15.43008245,150.4772404,79.11761085,410.2564444
hsa-miR-499a-5p,25.21507001,54.19238494,6431.158991,26.3943831,19.64329427,29.73746514,27.44343025,34.45357627,1505.385166,486.9582537,51.81091154,55.08419356,22.49747223,39.02790021,146.4018784,20.38978488,6991.395276,28.83328276,48.9464186,63.31029552,750.7515814,78.87558755,28.67083478
hsa-miR-503-5p,82.16245361,18.27319232,220.8744814,13.39652113,150.4066534,537.4318952,52.61435714,13.43065723,141.1881112,28.38975715,12.4762735,29.13073562,148.8144264,81.17705516,28.20863929,31.25145828,42.2064199,23.56524382,35.54568298,22.21801308,99.61981884,89.05505211,34.55509769
hsa-miR-5698,0.030884595,0.041457227,4.947927349,0,0.102227097,0.283128702,0.025350103,0.018186792,3.98213754,0.481055447,0.062890626,0.012946213,0.070085975,0.109083926,0.22217759,0.153304035,0.070137539,0.054812687,0.022633793,0.054560426,2.138460252,0.157360004,0.066046492
hsa-miR-605-3p,0.869347067,0.585132664,3.880868865,1.317711225,0.100887955,0.466550301,0.379813232,0.913109625,1.255297642,0.791391813,0.151542655,0.613535329,0.418379684,0.43864233,0.445097281,0.677210834,1.009250807,1.00432409,0.205647065,0.390790539,0.914046835,0.703792615,0.641384901
hsa-miR-616-3p,0.907814475,0.946501701,3.145028802,0.970647275,1.000558729,1.523958715,0.900583025,0.827210462,1.482146502,1.028255358,1.24613515,1.064430424,0.619384939,1.352823779,0.652331479,0.922938833,1.096794213,0.706757399,0.565487796,1.883386686,0.725550798,0.55705341,0.930894571
hsa-miR-6505-3p,0.087638679,0.060683755,1.014449113,0.077248594,0.014412565,0.128428725,0.0475115,0.088795258,0.141810674,0.117766982,0.071529291,0.047532946,0.017836331,0.005238254,0.077760621,0.074471523,1.007511781,0.054593384,0.298308971,0.284862606,0.211407753,0.056983763,0.052544463
hsa-miR-6505-5p,0.656832956,0.190050939,9.320160781,0.205436165,0.064128016,0.544149251,0.160970418,0.565166469,2.379473682,1.840345749,0.616048174,0.454067309,0.156747592,0.060999707,0.702216225,0.347898746,5.106357846,0.284274184,1.538270708,0.117763188,0.605314036,0.311442923,0.156865683
hsa-miR-7151-3p,0.407308799,0.020728614,1.251493509,0.014293143,0.20676424,0.889745758,0.035828208,0.107956057,0.352047992,0.153601008,0.062060484,0.390760323,0.004263592,0.027476655,0.558063855,0.086167936,1.971950215,0.210107259,0.577022835,0.02283608,0.215025031,0.080087638,0.156662244
hsa-miR-95-3p,88.66463082,217.4728857,4436.555931,67.2764659,1126.381599,92.22181282,270.7576098,171.2918763,1560.952753,585.8339019,373.151161,210.8600189,262.8518006,136.1985653,320.125845,153.839248,302.9152298,143.8760859,571.4027715,348.760729,912.0772715,418.6108642,114.35785
hsa-miR-1273h-3p,0.011107797,1.02174149,0.069886425,0,0.577271448,0.193008465,0.112571894,0.012570742,0.369807144,0.046971207,0.070836796,0.132718413,0.175359616,0.045670799,0.051898447,0.142735237,0.042773824,0.09173013,0.204169263,0.090094229,0.185003811,0.035195525,0.082619135
hsa-miR-1273h-5p,0.422613584,4.016286757,0.331459425,0.170350937,4.13845175,2.027663454,0.935277857,0.552533239,4.107609066,0.465644823,0.696087126,1.227980867,2.075766437,2.138224762,0.465088336,1.077106913,0.652090358,2.523107479,0.877441675,1.170062559,1.71667297,0.850223985,0.767975776
hsa-miR-2277-5p,0.090758081,0.197786596,0.134415078,0.014293143,0.084165344,0.110460417,0.1482814,0.151355737,0.310313888,0.221846899,0.084361547,0.107842637,0.235595138,0.144017413,0.229003319,0.156887672,0.191486329,0.112035467,0.352274478,0.075129732,0.131323935,0.152496932,0.02768695
hsa-miR-3187-3p,0.940311148,1.893159732,0.430729734,0.136760602,2.274921261,3.204363666,3.385805573,1.313368373,2.528095139,0.63689802,0.600176602,0.664012474,1.308599801,0.340135771,0.835408214,1.735672824,1.324327873,0.718169751,1.058601339,0.471305853,1.617368731,1.1935994,2.329502178
hsa-miR-3691-5p,0.056754084,0.20154403,0.539616826,0.042879428,0.462209446,0.143003938,0.158443927,0.137405382,0.346373692,0.195983698,0.107337343,0.137849956,0.147879318,0.112580491,0.245466835,0.34749501,0.291055988,0.217754051,0.277898122,0.086670737,0.216660896,0.148921485,0.328280019
hsa-miR-6805-5p,0.030203989,0.090650111,0.099071553,0,0.399876909,0.126658184,0.128895472,0.09975106,0.253304144,0.112449181,0.165363052,0.111066938,0.126610868,0.031216718,0.087161524,0.288938805,0.062951,0.046927695,0.169765478,0.290353801,0.194535733,0.089938822,0.164226275
hsa-let-7c-5p,8573.188553,6488.517497,5987.2552,20699.70792,1980.778016,20370.635,10175.38757,6030.370084,2613.136383,10707.05965,20140.95141,9263.609859,5511.414218,7508.528015,9966.641963,11330.84823,10347.86867,3825.874531,10044.21031,5040.483701,8353.348395,5750.548027,9840.793046
hsa-miR-100-5p,2173.726026,971.0855437,334.4664617,483.0045316,203.9851838,597.5683613,451.6018797,2203.005028,458.4254843,996.1629455,944.2603432,992.4725979,953.8376452,640.2664051,1611.65416,866.9530224,669.157829,914.490528,1198.166315,255.7003134,626.1751121,881.9557485,1311.162519
hsa-miR-125b-1-3p,78.06188395,27.49346085,23.38697613,13.78320687,10.33285203,107.1151894,24.50217579,92.88502703,15.38895084,68.79850765,36.96459256,66.91653722,29.40959782,9.374678971,81.98445976,49.17686342,54.3431586,36.98652167,99.44463191,18.70942392,31.03397149,37.12377167,53.06197674
hsa-miR-125b-2-3p,100.6789001,45.77955348,107.9917082,121.6428243,13.91425153,154.9839595,76.64323139,73.1657025,36.24764729,65.36043778,113.1430461,83.19313464,74.50514481,82.2769789,151.1149816,61.23371265,111.9169723,39.0703379,179.0931194,30.84108713,91.46915129,73.39456664,102.7882797
hsa-miR-125b-5p,777.1595248,515.9530883,350.2608045,876.9713896,103.551978,545.5903089,294.3804614,597.0978356,166.147651,587.1331849,415.383196,538.3386027,356.6729672,308.2002888,673.7807711,341.4174947,494.8967253,444.1149768,746.4364301,229.5987048,370.3813513,478.0032588,517.9091277
hsa-miR-365b-5p,4.55119224,2.473948157,0.962090023,0.454921476,0.257026726,0.77612278,16.42151426,3.371237771,0.875783874,3.810725768,3.016421666,2.567960649,0.866494233,0.912978847,2.409828549,1.571399312,2.178993995,2.524694574,0.584909817,1.69875127,3.448304557,3.452873373,1.476077424
hsa-miR-516b-5p,0.015442297,2.358461943,1.604313206,0.842501166,0.022668868,29.06892886,7.236338507,0.194823997,0.40637843,0.406951957,1.079004789,0.026496289,0.030084788,0.042482677,0.629670746,2.433677009,1.227003508,0.207663996,1.732259455,0.103250127,0.549827203,0.354949869,0.035852682
hsa-miR-99a-5p,5303.281323,3506.599992,3832.766296,11782.56905,431.308419,4585.517813,3466.935691,2239.691899,1604.397258,3963.161858,4701.844461,3583.862295,4545.545227,4507.908266,5752.077169,2726.071774,4380.864463,2376.645399,4149.254867,1836.084574,3711.246721,3810.395923,3302.529108
hsa-miR-185-3p,0.850250875,2.544449799,1.740394744,1.331156882,4.266637877,0.463665794,2.06153109,2.283609869,7.706485928,1.771879315,1.25691079,1.674430379,2.177984369,2.911078051,2.06208354,3.197436588,3.410610248,1.394874522,3.491166282,0.891938544,3.770698686,2.808821765,5.678799798
hsa-miR-20b-3p,1.332048738,0.455018878,0.319943258,5.523273998,0.778130921,0.224470654,0.71653464,0.607790339,2.568638214,1.06002805,0.5365789,2.296388447,4.314596584,0.254328177,2.520739923,0.9469422,0.500307969,2.559951384,1.532825705,0.622410181,0.7959816,1.021215153,1.185947669
hsa-miR-363-3p,270.7670331,268.0668245,160.0975537,893.4725864,400.2602793,66.64713283,215.1493659,382.2496688,480.2788399,274.2131458,98.7319488,438.9573346,796.6109769,191.1901153,592.9274095,514.5355553,194.3097718,488.1875479,327.0418824,190.1919554,274.0015446,452.4877553,688.2327616
hsa-miR-642a-3p,2.158764169,12.64375572,1.23777422,5.983236696,8.25044476,0.697265924,7.854153325,1.200481412,5.985089068,1.773501745,5.549439338,4.322911108,2.947773539,1.786522611,2.87371442,4.705445208,5.331580161,4.968329171,5.333994396,11.21301688,4.97102623,3.627883668,0.982919945
hsa-miR-1323,0.074635178,0.65408011,0.851005414,1.046010089,0.045337736,8.580996394,1.45345742,0.009093396,0.174879438,0.257109069,0.327033744,0.04436876,0,0.04389187,0.042274621,0.090191565,0.353533784,0.035832296,0.051326601,0.15527952,0.267887171,0.19228518,0.008237796
hsa-miR-193a-5p,377.82764,286.9760734,153.3701586,158.7006068,58.09135191,83.15069177,1045.333807,484.8035341,196.3793529,327.2132197,390.4226983,289.6180496,129.1149898,304.0709532,251.12033,231.7622984,232.4943403,219.4037155,53.43770981,192.3194736,509.7011435,275.6618073,266.8241291
hsa-miR-196b-5p,722.4912979,27.64008738,506.1981588,5.736598422,37.90250489,33.11057221,596.1489206,351.7249438,240.6013456,24.69141506,1189.550816,15.52297092,750.4823328,14.90374778,310.1791253,43.50472178,18.01348444,727.6146038,3.574798319,21.07015404,61.11640764,259.3470713,449.1820161
hsa-miR-224-5p,75.31787726,148.6859034,133.6805842,60.90313721,14.2597036,19.03790178,1301.566488,89.38505905,104.5780438,252.8277022,370.2946895,56.8403009,27.18268763,249.4117124,151.6801805,101.5212343,118.3841904,102.4550271,13.77816437,124.5397038,262.1471685,200.6948749,137.1896309
hsa-miR-3182,0.541145459,6.949434767,1.236178573,0.163398338,1.781947381,6.220362859,10.87673627,2.779570761,4.222530124,2.612622763,1.219128897,1.745432074,6.70662385,10.86835797,3.790205558,2.099350877,2.167955719,3.45269862,3.587642898,31.06597037,8.165634253,3.792969481,3.701041799
hsa-miR-335-3p,3.913797667,30.95939647,13.03597956,20.88392124,31.78779191,10.38958196,108.3703257,6.210153302,28.50409635,41.61507162,16.12926916,9.150093804,16.33021152,18.51079506,18.44683138,18.18861791,15.53310103,16.90100818,7.799431955,39.0566296,62.13676389,25.95181055,6.940859443
hsa-miR-335-5p,286.5929828,1085.041156,575.4919706,1478.867634,3597.668631,477.1509279,4515.468802,584.1960562,766.7063141,1204.826404,722.4184031,1051.314219,1779.811211,1065.863366,1240.565369,941.5270917,780.3812347,1185.0255,901.0016653,2754.620416,2075.567696,1892.854508,751.1779997
hsa-miR-452-5p,88.6570636,201.7584197,130.218517,76.79886466,38.86980802,24.39513525,1002.788359,127.145699,132.6791265,226.9615558,257.4997252,65.1438593,67.43607671,145.0634138,190.792729,119.4277371,308.1359306,119.8324156,20.16116614,125.5806422,358.098587,303.0861636,111.4424067
hsa-miR-615-3p,2.289730647,6.559981346,21.44712697,0.348884018,0.441044376,7.091172312,17.15739994,20.25667245,8.402705004,2.447029993,14.06106536,3.621738244,72.38050806,0.537830464,18.70364211,1.714266212,1.572295739,9.532033714,0.238105103,1.392666382,7.354288783,12.23343134,18.10068387
hsa-miR-6500-3p,1.580227241,4.41301607,1.086072811,0.547367584,0.704365971,1.296612759,29.25964525,5.181017137,1.085038002,1.488381921,3.363145468,0.988223365,3.937053349,0.523608566,4.324267965,1.825820599,2.788780584,1.245318583,3.044300176,1.394807683,3.418138446,2.078285967,1.655350263
hsa-miR-6809-5p,2.895171642,0.568650731,0.342473101,0.345315035,0.671281267,2.230324693,4.797359472,7.115674441,0.43807008,3.100019238,1.326713476,2.033418848,1.527708252,0.354243287,1.395073201,1.266542358,1.16324556,1.767960453,0.496866223,0.814519278,1.175951063,1.222464492,1.759562386
