,bladder,lymph_node,muscle,salivary_gland,spleen,testis,adipocyte,artery,bone,esophagus,skin,stomach,kidney,liver,nerve,lung,heart,bowel,brain,pancreas,pleurae,thyroid,vein
hsa-miR-199b-5p,703.8533311,656.7695106,545.1581712,467.6231593,21.1982063,94.64295182,659.7173347,193.1083456,341.3174494,688.0476904,1536.639914,315.6279681,48.21484932,80.50099779,448.5149982,412.74594,525.6566093,420.9718456,16.44614847,209.4614624,694.882425,298.0357692,457.0780072
hsa-miR-1246,5.117245086,91.59582467,43.77968039,1.664267133,250.2446631,19.11305521,111.1069347,21.2626761,369.0513108,15.62954139,220.1733316,72.92559893,96.98581669,70.93509398,20.77439855,168.7430161,17.60530283,1521.071574,8.607146499,77.30016095,181.7685117,62.17034607,39.93401617
hsa-miR-1908-3p,0.113508168,0.168571283,0.069886425,0.022024573,0.289103128,0.110460417,0.33855403,0.065415187,0.182420761,0.097575377,0.067068261,0.172377618,0.373275411,2.567025205,0.106206838,0.182388242,0.080324756,1.564104414,0.091656141,2.29444359,0.150291875,0.439361614,0.079789699
hsa-miR-3934-5p,0.059873486,1.383907018,0.192586579,0.207056597,2.062105924,0.848246765,0.607712709,0.167479462,0.572800564,0.545612596,0.608578188,0.525736456,1.02195244,0.664595785,0.340261837,0.902653162,0.601849143,1.941150749,0.257562172,0.557199926,0.541454448,0.698162055,0.182002114
hsa-miR-4466,0.143712157,1.192618011,0.30257243,0.077248594,0.334015695,0.151516089,0.416467173,0.11371028,0.608556044,0.401474639,0.041275695,0.194231326,0.777673983,1.25279983,0.070944934,0.375063618,0.142403568,1.624179378,0.093211396,0.909516601,0.371309667,0.258937347,0.117061766
hsa-miR-1197,0.181516163,0,0.133515075,0.118570359,0.307353956,0.210846065,0.168852445,0.053702411,0.024216009,0.193108462,0.217939881,0.420441352,0.291277891,0.224502078,1.576465993,0.050938118,0.076311784,0.245323088,4.06554096,0.152140273,0.074290661,0.081683682,0.092050792
hsa-miR-1229-3p,0.162273857,0.087909957,0.040900052,0.222519459,0.213302881,0.196707557,0.379415945,0.359446434,0.287300737,0.261102264,0.102417894,0.269682578,0.212840085,0.257517879,0.217806258,0.251999742,0.219233757,0.165154205,1.167136166,0.115356379,0.326821044,0.229279472,0.223382294
hsa-miR-1249-3p,34.45506016,24.51040833,35.43915572,17.84346274,12.42132036,25.70311922,16.65490973,11.95811605,16.55235681,15.40519635,44.82342763,9.892845358,7.435204677,17.81803163,46.8476564,11.17615868,8.128151569,9.68671056,124.0937853,10.96084635,15.0143163,9.546710028,12.82119094
hsa-miR-1250-5p,0.218493449,0.492017518,0.180772279,0.078418313,1.412589502,0.592056554,0.405498361,0.322172363,0.548862223,0.543059233,0.337173674,0.981188739,0.401936364,0.200351816,3.957914759,0.50515174,0.875041746,0.381006493,10.18762057,2.355937164,0.410675338,0.492022556,0.293376603
hsa-miR-127-3p,284.0870705,202.7970773,768.7702793,717.5395457,660.7231538,1199.280722,260.9288521,500.7509508,208.6637375,325.4398673,386.3740199,639.7295849,395.0666719,297.8126432,665.1436547,371.7117796,427.5939351,408.860918,2664.493862,682.0374072,393.6985315,257.6532058,257.8105129
hsa-miR-127-5p,4.915926434,2.686846712,8.169338959,7.107216885,7.625952642,16.13560127,3.858550566,5.880233939,2.005220447,4.051908578,6.077050174,7.43357695,5.437726853,3.764496468,6.706779371,3.338813494,5.053062065,5.165281883,34.41249241,6.870144008,5.648970901,3.084438215,3.097828015
hsa-miR-128-1-5p,0.363420703,0.21851521,0.656661076,0.176912649,0.229967166,1.628261574,0.402198647,0.523214017,0.263579055,0.171491795,0.56964789,0.410301696,0.295457568,0.348554624,0.680643848,0.317786879,0.476331202,0.329828211,8.373792453,0.69994102,0.340797537,0.408004742,0.269954129
hsa-miR-128-3p,43.46106823,43.86721868,365.1145051,32.40673667,155.6649182,65.44484678,40.03742858,94.46597394,90.9030929,73.47099709,36.98629305,99.9426391,47.34284745,46.02387035,58.55107852,27.89849273,38.61489425,48.79272415,1206.780261,35.89084494,83.71661845,54.35544868,37.46811365
hsa-miR-129-5p,2.839861251,2.140843696,2.943195583,1.331034285,35.31895638,393.0433245,4.227964144,5.587964203,2.219207295,9.213634393,8.516089561,29.30769096,11.61676133,5.440473328,52.9054149,2.89047651,3.699896468,15.54746561,543.3885436,42.04727706,4.565175893,6.456466119,3.131072361
hsa-miR-1296-5p,5.002439097,1.984714022,7.293044007,5.471273632,4.924511556,2.343556191,1.93312564,2.810015746,2.609391648,3.389456342,2.010544756,3.991224362,2.343822071,1.973557247,4.332959927,1.22631209,3.053231932,3.249021962,18.89386224,1.843084335,2.702491855,2.354313313,2.77417148
hsa-miR-132-5p,2.897067345,2.488867014,2.269500387,3.514236794,1.940947242,4.733323531,3.315334233,1.689533173,1.555013862,3.245394483,3.042408312,3.789221919,3.942363954,1.603673286,3.691317645,2.556568611,2.554418897,4.255706194,27.34183794,2.555767513,2.248153328,1.866268864,1.129670471
hsa-miR-134-5p,15.7440898,13.48468971,21.42046265,33.42786937,47.19566759,143.3729711,25.2262827,34.83157125,12.35936117,16.81382712,36.88689814,26.2687754,28.6220468,20.50678919,31.31833805,23.47243936,27.41571675,18.51527556,154.9909836,58.8534092,34.68591461,14.30360951,32.2117953
hsa-miR-136-5p,539.4699027,297.1408744,1062.55098,2428.147352,1519.263906,1790.653034,298.8249122,607.7653223,307.5315117,506.924543,745.98477,678.4587208,456.0490906,527.1286118,759.4668813,419.321181,418.0122748,506.1255113,2863.414614,1118.190406,421.8293701,280.26997,274.9597109
hsa-miR-149-5p,174.0495722,91.5044977,132.6167719,343.4361256,191.5976988,888.2617522,175.809408,386.5916546,59.34907959,793.744827,2780.484541,403.4132193,191.7296669,108.5854106,1158.800487,243.4088694,333.7066892,297.3319508,2637.879299,228.2814726,178.3141758,133.9682149,159.0959991
hsa-miR-181a-3p,8.419062236,19.85214245,9.665392299,12.52534941,46.29944467,30.65955561,30.04067929,12.15423307,35.32134917,13.27106289,32.11734163,13.73031454,31.85122299,16.90583008,71.53475492,45.39652905,21.51310156,14.82929055,144.8118585,13.26142934,20.53244749,28.61766333,10.31306125
hsa-miR-181a-5p,2842.349243,6225.311585,3682.990041,5340.877296,11613.56055,6801.355272,6668.494782,6802.46506,7685.673456,4433.492371,10419.21173,3805.89097,9109.249993,3441.320936,15844.2959,18076.07038,7100.655511,4802.961238,34953.2222,5960.223501,5317.972669,8569.096658,3936.376538
hsa-miR-181b-5p,421.3365083,2818.32923,556.2391964,962.1064853,2668.621405,1907.910028,1494.978276,1331.233002,1685.13252,834.9149892,1588.593466,771.5931166,1836.100951,690.2598924,3946.242672,3040.346598,1529.987861,822.6843703,8871.31429,1264.557101,1066.656331,1613.992033,764.5143942
hsa-miR-181c-3p,6.556650736,3.960487624,2.918580086,7.953194571,5.324224517,4.272871579,4.147571416,8.170848901,10.86157797,6.1398537,3.897245715,9.102798247,6.221139527,2.208060097,10.17418777,6.287379278,8.698115879,7.618536898,32.01507624,7.113737757,3.486664214,11.8058209,5.329497642
hsa-miR-181d-5p,100.2814899,33.19805633,32.5349033,119.4758865,36.30765308,50.18332975,55.45892652,149.6397591,49.60995269,64.12430907,56.49727083,77.97965565,39.95616041,22.88372809,96.95907072,103.8312036,138.0175782,42.9107464,344.375563,83.68024445,38.38464671,84.137017,55.86239001
hsa-miR-184,4.490853074,5.471465469,5.29180855,2.497175339,2.762289011,22.87336904,4.869106468,4.066982384,19.05121596,2.599862453,6.001583187,2.107046048,12.12762089,0.661055672,17.22988453,60.35132113,9.477667375,11.57309309,44.0804406,11.51215673,3.38544967,7.252552225,7.69817117
hsa-miR-1908-5p,1.380563562,2.904898141,0.884889314,1.503927236,2.007861174,13.50563961,6.705318754,2.201001922,3.165393979,1.68299528,1.354839599,1.869980507,1.692215177,4.299129396,7.398032539,4.471550793,2.499402797,1.25806953,14.30455499,0.911357531,2.329644982,1.012062193,1.384793712
hsa-miR-323a-3p,12.43416395,5.916959411,17.27618507,20.21491729,64.75735229,58.98239981,20.02640805,10.89269129,6.213138673,25.14275288,44.61103797,50.16583439,42.84983798,16.83605327,150.0143581,10.68716117,12.53494756,31.92138925,835.7002899,67.96874766,17.65533234,20.90690629,8.71164636
hsa-miR-323a-5p,0.087638679,0.083667717,0.430431601,0.363442508,2.161584074,1.634755643,0.626685779,0.352241702,0.228542618,0.6866116,1.130799641,0.949116888,0.656107813,0.379904676,2.260790949,0.365056781,0.26635472,0.887731828,32.1585884,1.750521593,0.562636497,0.350126925,0.203406611
hsa-miR-323b-3p,2.335048766,0.687546545,1.791947605,2.689821639,3.751130401,18.08438727,2.341132482,3.11955635,1.600648461,4.050783375,7.096622237,6.02233592,7.370421007,2.809952644,16.87884734,2.693211343,1.788830093,3.574523941,104.2610835,22.397574,2.461027111,2.999506987,1.605381593
hsa-miR-329-3p,6.93262493,2.740798768,6.184657545,12.68553836,12.98173001,11.73182905,4.03287373,6.773995685,2.055534423,5.822682518,5.844027026,12.84279823,4.624308152,6.886135616,16.14581481,3.850188612,4.451004784,7.994853646,120.887306,7.332567746,4.126471973,3.952421416,3.177889399
hsa-miR-329-5p,0.041311786,0.077921172,0.081700726,0.199716054,0.333808155,0.521713132,0.052012483,0.034234881,0.038611084,0.123564728,0.145966959,0.231376382,0.080312753,0.031043672,0.253775953,0.073939279,0.072257464,0.188997237,2.134962018,0.217995773,0.090814557,0.006689251,0.072899225
hsa-miR-330-3p,20.03060004,21.25190907,4.818478135,14.58189097,24.33445732,7.074155684,16.87736436,14.13266614,14.35683775,12.1879521,7.589104409,20.54917406,12.35632995,8.472201853,84.40395489,11.74651633,12.38643666,13.23968796,217.3947057,13.99783232,14.74631625,17.15211011,13.11513352
hsa-miR-330-5p,12.01137987,19.82347765,6.343311094,11.91886071,33.70945362,9.738306837,23.39410646,15.59262749,18.49910808,14.11101277,13.24425929,19.39774558,12.6495182,11.876447,98.78455168,20.46557817,15.31734586,15.53812673,253.3227977,23.0501506,19.88589672,15.57717418,13.28426546
hsa-miR-340-3p,36.41268137,19.41794232,50.88389802,77.22233101,18.3661659,19.8220768,51.80915823,18.82179354,31.92589736,31.92202335,39.91604384,37.60486434,11.05535168,60.46375793,141.6538779,46.12144572,45.6139484,27.17523731,154.7258152,26.06591309,48.04826325,13.49964069,24.1502335
hsa-miR-369-3p,64.1659002,36.99184208,165.6527747,146.0685593,178.2174878,163.7266138,48.19560474,66.79307848,55.49166572,58.32100584,94.85559029,90.28692597,152.5250734,94.79990247,118.7909229,47.18821044,59.60240299,79.26675965,439.4876221,162.4932661,83.87826556,65.27321029,61.84694027
hsa-miR-369-5p,73.5723874,37.37548491,137.1785439,190.5117439,147.1418508,399.9270135,97.20343861,120.2877108,48.94588252,93.32869723,229.4759942,118.471484,61.15771617,67.65775152,183.2425768,114.9664981,104.1311892,77.30547569,547.1052843,164.6249042,79.14207352,58.64521747,60.40539299
hsa-miR-370-3p,6.579741479,4.337932611,5.370505528,13.68487456,16.20117656,19.52640699,4.542799765,5.052636844,2.865655053,5.328089269,6.63391674,8.012519018,3.442584129,6.267427081,8.036632104,5.943216219,6.422466553,6.269362875,70.3165706,11.11137415,5.336588377,3.558689094,4.041411088
hsa-miR-370-5p,0.211720152,0.059932712,0.326802902,0.524501409,0.290080451,1.563165428,0.266820827,0.205500429,0.038787076,0.105079596,0.348439148,0.264330127,0.170732947,0.117906349,0.507509042,0.123580115,0.205700232,0.220308223,2.581117872,0.426883784,0.300961401,0.185259926,0.162562295
hsa-miR-377-5p,0.551038159,0.34712913,1.921032279,2.005094545,1.182734018,2.15605873,0.387954997,0.522247098,0.419427406,0.441542292,0.745218064,0.824344792,0.578299452,0.639657748,0.828080076,0.474877282,0.488119955,0.656405416,4.300622437,0.98053535,0.469457722,0.221233752,0.264342331
hsa-miR-379-3p,2.506785583,1.579279715,6.43652687,4.594707166,3.874946722,6.71000712,2.161995963,2.381922555,1.242960929,2.535630387,2.782277488,3.892732064,1.412267729,3.647448922,4.756065726,1.67483846,2.089929082,2.560665151,15.20032479,4.282015302,2.456405256,1.946464933,1.325931979
hsa-miR-379-5p,118.8730389,86.8183676,267.552266,283.8955914,239.9250945,708.3192506,129.9529451,119.112139,101.9415126,133.8484233,348.3144396,211.5719656,64.06278065,106.4841551,198.3503908,131.731957,136.4686151,115.800871,1128.264823,265.7379268,152.2762326,62.95212551,101.7967994
hsa-miR-380-5p,0.048765689,0.009988785,0.081800103,0.06412517,0.347002184,0.182607014,0.104884628,0.101148403,0.00931914,0.096239878,0.066290282,0.229533902,0.08435556,0.112266946,0.189738093,0.067199417,0.081151043,0.077044819,2.490573543,0.256688086,0.064964472,0.08395156,0.03428917
hsa-miR-382-3p,10.89765995,5.830462863,9.930380321,11.50457936,35.82453496,33.85502312,7.373283412,10.31752327,3.315048939,8.382555018,12.08513643,16.27593065,10.42451198,6.661268999,15.96120428,6.718391997,8.93112426,11.69901674,55.22473339,21.85815955,9.766639625,7.279103798,5.79297878
hsa-miR-382-5p,17.23796381,10.35634316,32.31600636,36.75262834,53.70964538,99.34122647,16.04101244,34.36617533,10.73641361,17.93382278,35.89147538,27.91047017,25.85632381,16.72788733,38.65755689,22.80320477,21.44889873,19.39087341,133.2537834,62.97192313,22.48553454,10.46848776,14.98094326
hsa-miR-409-5p,0.922204992,0.524189333,2.01921871,1.626577121,4.223741453,2.433061221,1.125621356,1.163943602,0.501979473,1.206191232,2.107672131,2.255404675,1.437276095,1.742093093,2.217986468,0.741435399,1.413090715,1.729588727,10.60711824,2.091797902,1.546687892,1.203524709,0.809104835
hsa-miR-410-3p,6.507625692,2.994585302,11.16457822,12.87014571,18.68481475,19.10006243,5.142684363,7.054252489,3.199932157,7.159619687,10.54522969,17.80377878,10.96815029,6.270226465,42.60598789,5.169289023,5.05848091,11.4963153,149.2631398,17.05878263,9.263975988,5.501783397,6.089967819
hsa-miR-411-3p,3.556328963,2.167905797,15.08231313,8.052598721,5.195297602,10.38502474,3.681256206,4.073421023,2.373430882,4.033069448,4.438666105,5.815539803,2.033913831,4.919871868,7.918149145,2.849578899,3.207713596,3.68564349,28.56452064,7.196346724,4.856242944,2.706976887,2.46136731
hsa-miR-411-5p,151.0352471,115.5524301,495.9891586,534.9020878,280.3067489,479.6412907,143.3201712,118.9143616,147.5897582,160.9780107,227.2700919,242.0432083,72.47535166,133.085328,250.0931875,110.6716967,138.5272173,159.7534108,962.1683328,312.7677647,148.476377,71.33943594,79.85472935
hsa-miR-412-5p,1.298620594,1.359792675,2.837963238,3.691480502,7.566127243,7.199348653,2.625890853,1.828037864,0.673598511,3.336434054,9.005231251,3.024637353,3.646410612,2.162558417,15.20269725,3.297739096,2.175730688,3.493229402,25.14188957,3.40539934,2.096085381,1.791661128,1.601869966
hsa-miR-431-3p,0.216597745,0.126363013,1.478545373,0.714212307,1.128358424,1.2974527,0.270293187,0.387641511,0.220965576,0.337768319,0.79972091,0.785763574,0.664019223,0.414601545,1.545382882,0.31750011,0.235881825,0.471898968,12.60452967,1.071322526,0.446219707,0.308424156,0.342756303
hsa-miR-432-5p,17.5629428,20.08130374,46.23360316,77.91737778,94.19996609,209.6901834,26.24771771,42.56171997,15.81157319,38.46703094,67.19184809,57.88011984,47.47788913,31.45386438,74.83647444,51.29308554,34.11646604,37.55257767,429.8900787,90.61958921,44.54416263,16.40999179,30.66969364
hsa-miR-433-3p,1.550851618,0.80413934,2.101018813,6.062453994,5.755080692,6.905724115,1.510530534,2.079434811,0.793013286,2.53451943,2.022490864,5.083240849,2.694579183,1.790546146,9.137673232,1.585918549,1.55110555,2.720414353,56.8091581,3.677088782,1.818710411,1.385741372,1.537655374
hsa-miR-4446-3p,0.233789632,1.056701128,0.076342954,0.735458049,1.456512003,0.111105045,0.253482167,0.038352596,0.521887731,0.215966549,0.140258202,0.26146884,0.244640013,0.140266394,0.682129065,0.466630178,0.176656817,0.281692576,3.459653662,0.51961149,0.435540647,0.209835423,0.217081171
hsa-miR-485-3p,0.552933862,0.64157418,0.822961293,2.113656807,2.082133807,1.430242426,0.715812278,0.688283734,0.29131321,0.867028344,0.771273948,1.28571086,1.722983942,1.134802768,2.38659422,0.925946198,0.750582526,0.714725188,17.65714999,2.48501668,1.025872718,0.45834402,0.58462594
hsa-miR-485-5p,3.842349057,5.696435107,4.923735452,14.2708655,11.48367443,21.28316851,4.914822488,4.421233438,2.026688836,5.107192676,8.451143835,7.609189019,5.980283958,5.299539832,10.89782278,4.087812603,4.047546332,7.684362529,85.35889203,16.91342973,4.576693667,2.63879312,3.760182531
hsa-miR-487a-3p,12.99860472,5.76933087,9.993050561,17.35504699,26.57678012,32.2452457,10.36184724,8.276210131,3.295699215,10.99502318,17.83911972,17.55190365,9.690575939,12.66499807,72.54532962,10.7340482,9.791538685,11.89958114,230.646502,21.62521557,9.560539212,10.07408535,9.780733622
hsa-miR-487a-5p,2.136142994,1.605042619,5.868434163,8.262040946,10.57160339,19.06702203,4.414648631,4.298444554,1.328116899,4.941331145,9.623696183,6.26575422,2.970598657,2.850118069,9.974215169,5.133738147,3.482911367,3.946762857,49.71464813,8.594300552,4.192606144,1.711905523,3.281727655
hsa-miR-487b-3p,65.66880907,35.81915682,135.7800675,153.5807257,179.4110926,236.3201555,65.92139166,89.08043057,30.37584261,83.76616727,126.9375364,116.9228239,67.09535931,66.2564663,205.4211189,63.3299274,74.70366482,81.96216602,1101.297074,229.7379227,77.85072574,46.91307407,41.89282637
hsa-miR-487b-5p,0.11229307,0.060683755,0.392529692,0.404373387,0.66584688,0.929848235,0.185255729,0.232340453,0.092656238,0.346409903,0.721602777,0.487684738,0.379076538,0.192796923,0.96437535,0.386791942,0.210162375,0.207400487,7.412232813,1.179664089,0.254799076,0.137061343,0.121085064
hsa-miR-491-5p,13.35471102,8.606625868,41.64066721,29.57875076,8.301365514,16.53357368,11.38035461,8.380341328,13.84713556,13.01611454,12.6453209,17.19776881,6.100548393,6.402682869,15.50742292,12.41694986,35.98106895,9.927177968,96.3945129,19.46596462,19.63748975,16.89614423,11.58717794
hsa-miR-495-3p,35.59615381,20.79181205,55.67708533,130.4687608,103.9962787,78.54504782,16.38045466,38.26275106,16.5495166,29.19346357,26.56071231,59.86713922,47.40014944,39.5352503,51.32635609,23.64244999,26.62031775,41.53324558,283.6630302,38.47021156,32.90604277,23.856627,22.56090029
hsa-miR-496,0.893759194,0.76294169,2.037992033,2.881344221,3.547950603,4.060929021,1.740969608,0.712358521,0.874760105,2.00481794,3.574131839,3.102996468,2.65933662,2.011236395,5.792504747,1.814537809,0.928837619,1.943021085,20.29216439,3.000378867,1.572411218,1.299257957,0.998166838
hsa-miR-539-3p,4.960892115,2.468063045,7.684838362,13.89732065,10.206963,14.42550796,2.80647839,4.561322387,2.117679797,3.969908443,5.794779372,8.430051862,7.284183511,6.109368622,13.28438001,2.860692207,3.864728205,5.202719444,79.15784325,13.9434968,4.447048838,3.496059039,3.891594378
hsa-miR-539-5p,0.878308295,0.84311599,2.950336084,3.999028486,2.223635402,3.692855218,0.536900094,0.978819258,0.565884325,0.920034615,1.368841404,2.152607565,0.863334816,0.765050479,2.511978761,0.81466745,0.760936883,0.997414775,17.4571573,3.109740877,1.210027544,0.512684461,0.34107075
hsa-miR-541-3p,0.022215594,0.009988785,0.12995731,0.06217662,0.18873486,0.042006296,0.018318711,0,0.021750901,0,0.048305225,0.013582717,0.04868896,0.014256927,0.120486646,0.021172858,0.03926424,0.038029187,0.851738564,0.086809595,0.052253173,0,0.024713387
hsa-miR-543,3.007066198,2.113726292,6.135690435,15.25949099,11.8962661,6.997084079,2.598441948,2.97336047,1.784414179,2.973738499,2.931538941,6.167865211,4.139736809,4.919190914,7.006230208,2.650642175,2.948790067,4.031897533,36.35184806,5.497345609,3.431577409,2.820559852,2.390537253
hsa-miR-5584-5p,0.030884595,0,0.040900052,0.014293143,0.287106623,0.018274305,0.037949698,0.039417515,0.254920303,0.101938448,0.034390899,0.149819724,0.027099154,0.014805744,1.958947419,0.0992625,0.119916589,0.006831388,3.150898024,0.031724346,0.136377473,0.079905631,0
hsa-miR-584-5p,3.808604527,11.3410466,5.886201223,5.638075738,15.92656814,32.0542114,11.42483818,6.118956877,24.65919019,10.71263709,4.427159123,9.52788225,4.814206684,6.595549475,77.99043301,9.766832929,23.87259207,5.222744356,90.15238715,6.973933899,13.10733309,10.83236906,14.77586085
hsa-miR-598-3p,21.06408121,12.36792278,6.492941731,17.2045036,59.80740502,30.66794665,11.60925372,16.7143773,8.729214262,19.49242561,7.834524211,38.14052136,30.88379231,9.210479838,27.79096433,25.46595855,14.81923868,19.46372697,135.959703,27.04097566,15.83749952,26.49148805,8.559310672
hsa-miR-628-5p,34.82403494,26.18916645,112.8138748,41.71247296,19.91758712,33.26755096,40.34953695,21.9390959,45.61650771,33.17935866,33.40539735,41.9399544,15.11366343,20.96477913,46.16419474,24.36460171,65.62478772,23.22070752,178.0683681,34.25803958,54.72898126,29.3880169,33.96454356
hsa-miR-656-3p,7.554403754,4.797559951,9.549053783,20.66460361,18.69460515,22.68675139,6.293295083,7.724192564,2.773122442,6.866412706,15.06840112,14.03622175,12.19743408,8.488220221,13.11517827,5.163058657,6.071612253,10.0315337,89.20911983,14.96230306,6.173038344,5.88041248,5.373051737
hsa-miR-668-3p,0.177716154,0.150582823,0.664818235,0.920301764,1.250319451,1.655567281,0.445652778,0.613333437,0.217813458,0.364232911,1.059833718,0.842769546,0.681202556,0.502041667,2.98910811,0.415358455,0.530767786,0.470337799,19.95078469,2.223073823,0.553289862,0.551962613,0.144557515
hsa-miR-7-5p,198.1282385,289.1809203,190.7175227,358.0088761,982.1803798,870.5438347,381.1608072,468.1958719,489.5601004,366.7980696,2542.703019,2051.345013,558.4218518,1290.281086,4549.37175,401.7124674,388.9370304,1416.870728,50486.0862,9725.703151,973.1399357,1317.348831,411.1722646
hsa-miR-708-3p,3.389272017,4.005136711,5.983049823,3.554494227,2.249135861,3.347606895,10.05431118,9.870628914,6.198508984,7.924681626,15.73163648,3.269770359,3.362780131,1.001604007,14.71366192,4.085198178,3.405811186,4.398285793,22.81498406,3.01952523,5.53962877,18.26265467,2.159218261
hsa-miR-744-3p,5.963560087,4.184904736,4.532015663,6.072632748,3.250069065,5.932259006,6.397612302,5.689949984,3.999948627,7.926257724,10.53161162,6.325781071,4.10677047,9.382414465,8.788941488,5.288051632,6.014809638,5.483340708,27.93448148,5.47520154,5.185322908,5.81278664,4.158943427
hsa-miR-744-5p,177.875452,117.2765958,95.17224553,185.8432827,67.93922516,133.969077,168.7738392,132.2715073,110.1108576,238.8756197,225.1900719,107.9379896,67.81420096,145.9622119,201.9161752,170.9328662,123.7267908,100.6907971,534.980606,121.2411803,114.8378131,128.1143188,106.0544487
hsa-miR-758-3p,1.319775807,0.947958338,1.842004196,2.946105472,3.541095861,9.206080754,2.479380204,2.403767468,0.808176097,1.902731,3.870362663,2.607919711,1.793879662,3.583331144,3.790504767,1.570920145,1.847485204,1.588747707,24.98633553,5.293573413,2.179168295,2.03524117,1.751267174
hsa-miR-760,6.576652595,4.900318618,3.595416981,1.070436869,7.221964519,72.70485419,7.39981226,11.41378628,2.822369103,4.319154488,2.616505873,5.967992885,3.442859643,1.376243528,13.07247351,7.378462668,6.109038414,4.584413386,44.10442934,3.082831476,4.818943662,3.038007538,4.20817543
hsa-miR-769-5p,39.13959031,45.84408336,24.62234094,37.3177621,44.23891846,67.2612917,61.80446337,58.75606451,37.9272299,46.21453435,88.13055074,51.76009715,42.3814929,25.13438678,75.9294635,40.83739829,37.87929229,43.95545225,311.5337718,34.83229846,38.68493595,40.52402704,42.29275412
hsa-miR-873-3p,0.106200379,0.026475159,0,0.028586285,0.172712262,0.834314059,0.019630987,0.025141485,0.096988401,0.065693808,0.08373008,0.384670759,0.051225136,0.030577108,0.183305477,0.037153035,0.012968264,0.036535857,2.846260436,0.095697861,0.017820801,0.956433552,0.024713387
hsa-miR-873-5p,3.613909766,0.783412947,1.196973546,0.957195734,16.51874693,32.25165857,1.585143556,1.056284237,2.192407935,2.590311156,6.593846903,36.13432027,6.037141821,1.753546498,10.3931096,1.879614459,1.336779672,2.977938101,77.9534243,5.473265085,2.85352845,30.53302737,1.288996833
hsa-miR-874-3p,101.0341237,291.8130505,83.95738638,69.22391181,207.3162191,356.2582336,154.0102011,164.2654446,167.9608735,76.69551798,94.96480708,125.8728136,186.4053979,99.54427609,206.8093549,90.94873734,319.012865,85.25133882,1117.730764,97.46955837,125.7628188,382.7141971,136.1104758
hsa-miR-889-3p,2.525192567,1.749130075,4.449959675,7.277414376,14.31501626,26.4667385,4.31028359,3.924441464,1.471390152,5.160112592,11.76122251,9.243920551,5.778069776,5.239784085,16.76493951,4.448300908,3.914730181,5.569204758,65.36023824,14.91374205,5.046140092,3.465669618,4.044767835
hsa-miR-9-3p,38.78086957,372.4148129,27.7112934,69.14810157,964.3232561,103.2614349,80.25256709,84.04415418,151.527051,96.96651153,111.1502111,729.6920252,82.46532149,58.08233483,2531.673472,32.84940721,34.00155919,150.6969884,10853.90363,170.6435688,99.62312682,88.28450981,46.56900081
hsa-miR-9-5p,151.6451767,206.3794534,135.0035541,169.8546844,3159.372469,380.2829383,255.8146018,153.7927706,168.7318658,395.154649,384.0934742,1412.830622,329.1877975,263.9635167,4507.219326,101.7320163,159.9689027,478.076061,27650.83534,1189.789299,197.2135042,324.862985,139.9458162
hsa-miR-92b-3p,327.0151696,422.7065731,106.5054109,165.8732913,107.6937974,196.1056461,246.6374079,223.9325768,146.8766103,404.4866203,155.0219531,476.8430603,228.1794332,89.66598377,2377.73744,301.5413976,181.9429547,264.4341618,1406.92138,148.7206165,212.1685951,192.3891414,218.8525973
